CaseOrder,Customer_id,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
7822,B879409,Saulsville,WV,Wyoming,25876,37.63668,-81.44927,94,Rural,America/New_York,Barista,3.0,37.0,Nursery School to 8th Grade,Full Time,39936.76222636489,Never Married,Female,Yes,8.455697,7,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Credit Card (automatic),53.08331999999999,196.6049,4823.231,3,4,3,3,4,3,4,3
7823,G733851,Somerville,OH,Butler,45064,39.5662,-84.60075,3060,Urban,America/New_York,Waste management officer,6.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Retired,39936.76222636489,Never Married,Female,No,10.6707,14,3,1,Yes,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),34.49885764604514,185.6038,6957.206,3,4,4,3,5,4,3,3
7824,V133527,Dennison,MN,Goodhue,55018,44.42217,-92.99564000000001,916,Urban,America/Chicago,Armed forces operational officer,0.0,69.0,"Some College, Less than 1 Year",Full Time,20507.78,Divorced,Male,No,10.96615,11,1,0,No,Two Year,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,67.25763,149.1519,5691.424,3,4,4,3,4,4,3,4
7825,Z378375,Boaz,KY,Graves,42027,36.91632,-88.62852,1860,Urban,America/Chicago,Trade union research officer,2.0,25.0,Associate's Degree,Part Time,22427.56,Separated,Female,No,6.897900999999999,17,2,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Credit Card (automatic),58.50824,150.3129,5214.116,4,4,2,5,4,4,4,3
7826,U04002,Spencerville,OH,Allen,45887,40.71001,-84.36402,4298,Rural,America/New_York,Passenger transport manager,3.0,73.0,Master's Degree,Full Time,19839.22,Divorced,Female,No,9.11394,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,No,Credit Card (automatic),71.4622,172.8448,3398.8427520151345,4,4,5,3,4,2,3,3
7827,Q706124,Ravenna,NE,Buffalo,68869,40.99687,-98.88115,2105,Rural,America/Chicago,Clothing/textile technologist,0.0,33.0,"Some College, 1 or More Years, No Degree",Full Time,66681.76,Widowed,Female,No,7.285284,11,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),70.67499000000001,141.0501,6682.345,4,3,4,3,4,3,4,5
7828,S286355,Paris,KY,Bourbon,40361,38.20598,-84.2273,18529,Urban,America/New_York,Hospital pharmacist,0.0,53.27574750830565,Nursery School to 8th Grade,Part Time,126992.3,Separated,Female,No,14.33167,11,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Credit Card (automatic),60.51116999999999,193.2395,5230.965,4,4,3,3,5,2,4,4
7829,U889748,Pittsburg,NH,Coos,3592,45.12296,-71.26299,1060,Suburban,America/New_York,Farm manager,0.0,29.0,Bachelor's Degree,Full Time,39936.76222636489,Divorced,Female,No,14.07804,14,0,1,No,Month-to-month,No,No,Fiber Optic,No,No,Yes,No,No,No,No,No,Yes,Mailed Check,45.25561,114.4139,3847.784,3,3,3,3,3,2,3,3
7830,Z865713,Humboldt,TN,Gibson,38343,35.826859999999996,-88.92626,15436,Rural,America/Chicago,Health physicist,0.0,18.0,Regular High School Diploma,Part Time,9037.43,Separated,Male,No,6.013477,15,2,1,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,64.22099,149.2823,5845.299,4,5,4,3,3,4,5,5
7831,A593331,Cochiti Lake,NM,Sandoval,87083,35.64844,-106.3427,522,Suburban,America/Denver,Brewing technologist,0.0,53.27574750830565,Associate's Degree,Unemployed,9005.1,Married,Female,No,13.32748,10,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Mailed Check,70.2187,146.2511,5866.278,3,4,2,4,3,4,3,5
7832,J76647,Bronx,NY,Bronx,10466,40.89097,-73.84600999999999,72479,Rural,America/New_York,Energy engineer,1.0,53.27574750830565,"Some College, Less than 1 Year",Full Time,2842.64,Never Married,Male,No,10.3578,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),47.81985,185.3779,4262.754,4,4,3,3,3,6,4,5
7833,Q83552,Pueblo,CO,Pueblo,81003,38.27923,-104.6314,14942,Suburban,America/Denver,Waste management officer,0.0,53.27574750830565,Doctorate Degree,Student,29952.37,Separated,Female,No,7.873969000000001,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,No,No,No,No,No,Mailed Check,68.28659,110.3049,5633.460999999999,2,3,3,3,3,4,3,3
7834,F790476,Sheldon,IL,Iroquois,60966,40.751529999999995,-87.58315999999999,1626,Urban,America/Chicago,"Embryologist, clinical",0.0,87.0,Regular High School Diploma,Full Time,50722.81,Married,Male,No,15.83645,10,3,0,No,Month-to-month,Yes,No,None,No,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,71.5701,187.5819,6328.049,6,5,5,4,3,4,5,4
7835,C607921,Macksburg,IA,Madison,50155,41.208059999999996,-94.20033000000001,300,Urban,America/Chicago,Rural practice surveyor,1.0,53.27574750830565,Nursery School to 8th Grade,Full Time,26270.48,Separated,Male,No,9.956528,11,0,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,59.14141,234.0532,5940.651,5,4,5,3,3,3,6,4
7836,B508012,Pine Bluff,AR,Jefferson,71601,34.177170000000004,-91.90319000000001,14696,Suburban,America/Chicago,Translator,1.0,72.0,"9th Grade to 12th Grade, No Diploma",Full Time,34995.55,Never Married,Male,No,13.70454,12,1,2,No,One year,No,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,58.12044,240.7266,5292.783,6,3,4,2,4,4,5,4
7837,S510047,Beaufort,SC,Beaufort,29907,32.453309999999995,-80.60869,14801,Suburban,America/New_York,Probation officer,2.0,28.0,"Some College, 1 or More Years, No Degree",Full Time,6057.28,Married,Male,No,11.684439999999999,11,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),64.28134,210.4888,5975.89,3,2,3,4,3,3,3,4
7838,D446709,Pipestone,MN,Pipestone,56164,44.05662,-96.33918,5325,Urban,America/Chicago,Paediatric nurse,2.0,53.27574750830565,Regular High School Diploma,Part Time,39936.76222636489,Married,Female,No,9.219667,19,0,0,No,Two Year,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),65.2394,242.3556,5961.258000000001,4,3,3,2,4,4,2,3
7839,E220187,Bountiful,UT,Davis,84010,40.867740000000005,-111.8673,46327,Urban,America/Denver,"Sound technician, broadcasting/film/video",2.0,20.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Divorced,Female,No,9.575913,8,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,65.31873,222.8024,6125.213000000001,3,2,2,6,3,5,2,4
7840,Y44619,Engelhard,NC,Hyde,27824,35.52143,-76.03259,2001,Rural,America/New_York,"Education officer, environmental",2.0,53.27574750830565,Master's Degree,Full Time,16592.28,Widowed,Female,No,15.00919,13,3,2,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Mailed Check,54.127309999999994,252.72299999999998,5165.616,1,2,3,5,4,2,3,4
7841,Q61916,Stanhope,IA,Hamilton,50246,42.27537,-93.78216,613,Suburban,America/Chicago,"Development worker, community",0.0,33.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Widowed,Female,No,3.648676,15,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),40.73055,204.0232,3847.1240000000003,5,6,5,5,3,6,5,7
7842,R629443,Antoine,AR,Pike,71922,34.02446,-93.41941,64,Urban,America/Chicago,Energy engineer,0.0,62.0,Regular High School Diploma,Full Time,41287.82,Widowed,Male,No,10.07873,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),64.98884,152.5832,6116.781,3,2,4,4,4,4,3,4
7843,K957862,Cabot,VT,Washington,5647,44.40805,-72.28833,1024,Rural,America/New_York,Manufacturing systems engineer,2.0,63.0,"Some College, 1 or More Years, No Degree",Full Time,15263.96,Separated,Male,No,11.566410000000001,9,2,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,71.74549,147.8783,6122.64,3,2,5,4,4,3,3,4
7844,Y837211,Sasabe,AZ,Pima,85633,31.62288,-111.4957,45,Urban,America/Phoenix,Primary school teacher,2.0,53.27574750830565,Nursery School to 8th Grade,Full Time,32724.83,Married,Male,No,16.5886,8,2,2,Yes,One year,No,No,None,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),65.9436,184.0766,3398.8427520151345,5,4,4,4,3,5,4,5
7845,W969757,Lihue,HI,Kauai,96766,21.9976,-159.415,18272,Rural,Pacific/Honolulu,Private music teacher,0.0,31.0,Bachelor's Degree,Full Time,19773.15,Married,Female,No,9.949836,12,2,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Credit Card (automatic),34.49885764604514,172.5179,4950.104,5,5,3,5,2,6,5,6
7846,W941239,Nashua,IA,Chickasaw,50658,42.956990000000005,-92.53562,2301,Suburban,America/Chicago,Multimedia programmer,0.0,53.27574750830565,Bachelor's Degree,Full Time,2842.85,Divorced,Female,No,14.14355,9,2,2,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,71.13061,138.7342,6104.599,4,5,4,4,5,4,3,3
7847,X559092,Claremore,OK,Rogers,74019,36.280559999999994,-95.60387,18185,Urban,America/Chicago,"Designer, multimedia",3.0,86.0,Master's Degree,Full Time,11050.03,Married,Female,No,9.710799,6,1,1,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),62.4021,150.0706,5737.637,5,3,4,3,3,5,4,3
7848,X421416,Braselton,GA,Barrow,30517,34.13062,-83.79744000000001,14657,Suburban,America/New_York,Pension scheme manager,4.0,53.27574750830565,Regular High School Diploma,Full Time,64328.0,Married,Male,No,9.598794,12,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),66.17676999999999,160.0046,5923.951999999999,3,2,4,2,6,2,2,3
7849,V558648,Pearl City,HI,Honolulu,96782,21.417460000000002,-157.9318,38335,Rural,Pacific/Honolulu,Health service manager,0.0,32.0,"Some College, 1 or More Years, No Degree",Full Time,49486.67,Married,Female,No,1.4469100000000001,11,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),66.81622,233.6968,6551.6230000000005,4,4,4,4,4,3,3,3
7850,P166416,Jacksonville,NC,Onslow,28540,34.75633,-77.50563000000001,48775,Rural,America/New_York,Hotel manager,4.0,53.27574750830565,Regular High School Diploma,Full Time,74086.17,Married,Female,No,8.197631,15,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,47.65766,251.7295,4439.207,4,4,3,5,4,3,4,5
7851,B749928,Greenville,SC,Greenville,29611,34.829229999999995,-82.45924000000001,30274,Rural,America/New_York,"Chemist, analytical",0.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,27898.0,Never Married,Female,No,9.17042,10,1,0,Yes,One year,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,66.01153000000001,222.2603,6398.595,3,3,3,3,5,3,4,3
7852,U755992,Los Angeles,CA,Los Angeles,90014,34.043079999999996,-118.2517,8335,Suburban,America/Los_Angeles,"Lecturer, higher education",0.0,37.0,Bachelor's Degree,Retired,39936.76222636489,Married,Female,No,13.8498,15,3,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,64.62103,227.9352,5748.201999999999,5,4,5,3,5,5,5,4
7853,N308609,Fort Hancock,TX,Hudspeth,79839,31.21315,-105.6077,2057,Urban,America/Denver,"Journalist, newspaper",1.0,62.0,"Some College, 1 or More Years, No Degree",Full Time,76812.26,Widowed,Female,No,11.15216,13,0,2,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,65.64435999999999,105.6964,5455.249,4,4,3,4,2,3,5,3
7854,D929506,Port Republic,NJ,Atlantic,8241,39.53287,-74.48504,1153,Suburban,America/New_York,Database administrator,0.0,58.0,Nursery School to 8th Grade,Student,8091.47,Married,Female,No,12.86682,8,1,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,61.91633,94.87384,5531.340999999999,4,4,4,3,3,4,3,3
7855,A47399,Sheridan,MO,Worth,64486,40.52908,-94.61865,490,Rural,America/Chicago,Broadcast presenter,2.0,43.0,Associate's Degree,Full Time,42589.53,Widowed,Male,No,6.961922,14,1,0,No,Two Year,No,Yes,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,58.970780000000005,199.3033,5510.361999999999,2,2,3,4,4,4,4,3
7856,K579776,Arroyo Hondo,NM,Taos,87513,36.579570000000004,-105.6873,801,Urban,America/Denver,"Exhibitions officer, museum/gallery",0.0,69.0,Associate's Degree,Full Time,39936.76222636489,Never Married,Female,No,13.948160000000001,13,1,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,No,No,No,Yes,Mailed Check,34.49885764604514,113.0069,5430.052,4,4,4,5,2,4,4,4
7857,P57969,Richards,MO,Vernon,64778,37.92405,-94.48263,784,Suburban,America/Chicago,"Psychologist, forensic",0.0,53.27574750830565,Master's Degree,Part Time,39936.76222636489,Divorced,Female,No,7.3645380000000005,14,2,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,66.36071,188.6969,5893.165,4,4,2,3,4,2,4,4
7858,E323879,Red House,VA,Charlotte,23963,37.19454,-78.80214000000001,121,Rural,America/New_York,Fine artist,0.0,57.0,Bachelor's Degree,Part Time,27832.81,Never Married,Female,Yes,12.06347,10,0,1,No,Month-to-month,No,Yes,None,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),69.91714,224.3119,6373.013000000001,4,3,4,4,4,4,3,3
7859,N903942,Naples,FL,Collier,34103,26.19271,-81.80381,12802,Rural,America/New_York,"Engineer, mining",3.0,29.0,"Some College, 1 or More Years, No Degree",Student,28282.29,Widowed,Female,No,6.850755,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,49.86477,242.035,4798.189,2,1,2,3,4,1,4,2
7860,X664054,Wingate,MD,Dorchester,21675,38.28792,-76.08691,108,Urban,America/New_York,Maintenance engineer,0.0,34.0,Doctorate Degree,Full Time,39936.76222636489,Separated,Female,No,12.90226,14,2,0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,41.3275,288.3545,4147.014,3,4,4,3,5,3,4,3
7861,N538825,Point Marion,PA,Fayette,15474,39.74968,-79.90068000000001,1875,Urban,America/New_York,Forest/woodland manager,0.0,53.27574750830565,Regular High School Diploma,Student,12246.0,Never Married,Male,No,8.913959,13,0,0,Yes,One year,No,No,DSL,No,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),56.5003,223.8438,5722.608,4,2,4,2,2,4,3,2
7862,V739796,Burnsville,MN,Dakota,55337,44.77668,-93.27503,45158,Urban,America/Chicago,Horticultural consultant,3.0,21.0,Associate's Degree,Student,43915.04,Never Married,Female,No,11.10716,11,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,57.558409999999995,179.9323,5130.86,3,3,3,4,3,5,3,3
7863,U990275,Rehoboth Beach,DE,Sussex,19971,38.6881,-75.10114,13216,Urban,America/New_York,Jewellery designer,1.0,69.0,Regular High School Diploma,Retired,24650.65,Married,Female,No,6.765224000000001,10,1,1,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),65.26459,223.4561,6280.797,5,5,5,3,3,5,5,4
7864,G11282,Poolesville,MD,Montgomery,20837,39.112590000000004,-77.40682,6225,Suburban,America/New_York,Barista,0.0,84.0,Regular High School Diploma,Full Time,52506.62,Divorced,Female,No,8.050708,20,2,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Credit Card (automatic),68.01321,189.378,6024.552,2,4,3,4,3,2,3,4
7865,L930681,Cedar Creek,NE,Cass,68016,41.04333,-96.10424,450,Rural,America/Chicago,"Psychologist, clinical",4.0,22.0,Bachelor's Degree,Unemployed,73611.46,Widowed,Female,No,11.64565,15,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,69.05044000000001,105.5827,6064.18,4,2,3,5,3,4,4,4
7866,P780501,Barryville,NY,Sullivan,12719,41.48855,-74.91187,1284,Rural,America/New_York,Teaching laboratory technician,5.0,77.0,Bachelor's Degree,Unemployed,39936.76222636489,Never Married,Female,No,7.61003,9,0,0,No,One year,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),68.90605,256.2425,6904.057,2,2,2,3,4,1,2,4
7867,Y776438,Ada,OH,Hardin,45810,40.776790000000005,-83.81205,8230,Rural,America/New_York,Mining engineer,1.0,73.0,"Some College, Less than 1 Year",Part Time,6034.69,Separated,Female,No,10.441889999999999,16,2,0,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),70.33870999999999,124.6002,5718.684,3,3,2,2,4,3,4,4
7868,S235498,Fort Stewart,GA,Liberty,31314,31.870079999999998,-81.63185,1635,Rural,America/New_York,Patent examiner,0.0,79.0,Doctorate Degree,Retired,6249.7,Widowed,Female,Yes,14.73415,13,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,59.27052,244.9705,5899.701,2,2,2,4,5,3,3,2
7869,O560903,Jefferson,SC,Chesterfield,29718,34.619820000000004,-80.33128,4308,Rural,America/New_York,Probation officer,3.0,37.0,Regular High School Diploma,Unemployed,61425.51,Divorced,Female,Yes,11.9957,13,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Credit Card (automatic),36.88134,232.2968,4180.404,5,4,4,3,3,5,4,4
7870,S324519,Holy Trinity,AL,Russell,36859,32.23258,-85.00448,18,Rural,America/Chicago,Radio broadcast assistant,1.0,81.0,"Some College, 1 or More Years, No Degree",Retired,28379.08,Never Married,Female,No,12.05573,13,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Yes,Electronic Check,58.42671,181.5887,5018.9220000000005,3,4,3,2,3,3,3,4
7871,H508349,Nokomis,IL,Montgomery,62075,39.301140000000004,-89.29536,3662,Suburban,America/Chicago,Diagnostic radiographer,0.0,44.0,"9th Grade to 12th Grade, No Diploma",Full Time,31722.2,Never Married,Male,No,12.52356,13,1,1,No,Two Year,Yes,No,DSL,No,No,No,No,No,No,No,No,Yes,Electronic Check,70.11539,93.68515,6348.491999999999,5,5,4,3,3,6,5,4
7872,R453449,Homerville,OH,Medina,44235,41.031459999999996,-82.12449000000001,1916,Suburban,America/New_York,Warden/ranger,0.0,86.0,GED or Alternative Credential,Unemployed,6757.33,Widowed,Female,No,6.958717,19,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,50.97055,173.7536,3398.8427520151345,4,3,3,3,5,3,4,4
7873,D985028,Roseland,NJ,Essex,7068,40.82071,-74.30856,5849,Suburban,America/New_York,Theatre director,8.0,87.0,Master's Degree,Full Time,39936.76222636489,Separated,Female,No,17.01258,15,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Mailed Check,70.54541,150.9413,6568.053000000001,3,4,3,2,4,3,5,3
7874,H104068,Hurdland,MO,Knox,63547,40.13754,-92.29973000000001,392,Urban,America/Chicago,"Civil engineer, contracting",0.0,53.27574750830565,Regular High School Diploma,Retired,39936.76222636489,Never Married,Female,No,14.212270000000002,14,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,62.917759999999994,141.7747,5507.189,5,5,4,3,4,3,3,4
7875,Y920568,Argyle,IA,Lee,52619,40.52517,-91.56519,696,Suburban,America/Chicago,Production manager,1.0,31.0,Associate's Degree,Full Time,25263.19,Widowed,Male,No,9.382533,11,2,2,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),55.10455,261.0646,5274.081,1,1,3,1,3,2,2,1
7876,O222608,Markleton,PA,Somerset,15551,39.885659999999994,-79.27776,751,Suburban,America/New_York,"Conservator, museum/gallery",1.0,83.0,Bachelor's Degree,Unemployed,39936.76222636489,Never Married,Male,No,9.980041,14,2,0,No,Two Year,No,Yes,None,No,Yes,No,No,No,Yes,Yes,Yes,No,Credit Card (automatic),34.49885764604514,220.8771,6266.666,4,5,4,5,5,3,4,5
7877,J652351,Blount,WV,Kanawha,25025,38.30873,-81.39832,122,Urban,America/New_York,Air cabin crew,0.0,49.0,Associate's Degree,Full Time,39936.76222636489,Widowed,Male,Yes,14.560870000000001,12,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,45.10633,223.2034,4710.915,3,2,3,4,3,3,5,3
7878,X650749,Uniondale,IN,Wells,46791,40.83697,-85.24019,1104,Urban,America/Indiana/Indianapolis,Community education officer,2.0,78.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Married,Female,No,12.604330000000001,13,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,62.232380000000006,171.8674,5439.486,3,3,2,3,5,4,2,2
7879,R463708,Bessemer,PA,Lawrence,16112,40.96819,-80.50177,1588,Suburban,America/New_York,"Engineer, water",1.0,59.0,Bachelor's Degree,Full Time,39936.76222636489,Married,Female,No,14.34801,9,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),56.98279,259.5089,5381.846,5,5,4,2,6,3,4,5
7880,T203977,Georgetown,GA,Quitman,39854,31.864040000000003,-85.03994,2390,Rural,America/New_York,Software engineer,0.0,43.0,Bachelor's Degree,Full Time,99932.29,Divorced,Male,No,9.365655,9,0,0,No,One year,No,Yes,None,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,56.84758000000001,118.6888,5004.514,4,3,4,5,3,5,4,5
7881,P553271,Ben Lomond,AR,Sevier,71823,33.8235,-94.1255,39,Rural,America/Chicago,Systems developer,2.0,53.27574750830565,Regular High School Diploma,Retired,28516.89,Never Married,Female,No,5.341475,15,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,49.59993,168.6286,4480.829000000001,4,4,4,5,4,4,2,5
7882,B340840,Conshohocken,PA,Montgomery,19428,40.08044,-75.30085,16853,Urban,America/New_York,"Surveyor, building",3.0,68.0,Regular High School Diploma,Full Time,112837.8,Never Married,Male,No,6.656712,19,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,Credit Card (automatic),70.50301999999999,135.7871,6057.265,3,2,3,4,3,3,3,4
7883,W536956,Bliss,NY,Wyoming,14024,42.580090000000006,-78.24925999999999,1567,Suburban,America/New_York,Sports coach,0.0,35.0,Associate's Degree,Full Time,39936.76222636489,Widowed,Male,No,8.760943,9,1,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,57.89585,182.2924,5128.903,2,2,2,3,4,2,1,3
7884,Z132576,Trinway,OH,Muskingum,43842,40.136829999999996,-82.01275,330,Suburban,America/New_York,Television floor manager,0.0,53.27574750830565,Master's Degree,Student,40225.9,Never Married,Male,No,10.369489999999999,14,0,0,No,Month-to-month,No,Yes,None,No,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,63.583909999999996,130.3912,5604.547,2,3,3,4,4,2,3,3
7885,B905965,Groveton,TX,Trinity,75845,31.10075,-95.08953000000001,3137,Suburban,America/Chicago,Land,0.0,86.0,Master's Degree,Full Time,39936.76222636489,Never Married,Female,No,9.606825,9,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Credit Card (automatic),34.49885764604514,124.0268,4148.090999999999,4,4,3,3,2,5,4,4
7886,M746958,Sunol,CA,Alameda,94586,37.57372,-121.8513,899,Suburban,America/Los_Angeles,Cytogeneticist,3.0,46.0,Bachelor's Degree,Full Time,13801.14,Separated,Female,No,10.55828,13,2,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),34.49885764604514,142.5452,5181.03,3,5,4,4,3,5,6,3
7887,A304266,Clayton,OH,Montgomery,45315,39.85699,-84.33909,4066,Urban,America/New_York,Environmental consultant,0.0,51.0,Doctorate Degree,Student,61269.37,Divorced,Female,No,5.236098,13,0,0,No,One year,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,53.06052,240.9408,3398.8427520151345,2,3,5,4,4,3,3,4
7888,J431099,Petersburg,ND,Nelson,58272,48.01702,-97.98127,255,Suburban,America/Chicago,"Psychotherapist, child",0.0,76.0,Associate's Degree,Student,62939.99,Married,Male,No,8.939323,13,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),62.969519999999996,180.2929,5476.196,3,4,3,2,5,4,3,2
7889,W616428,Chattanooga,TN,Hamilton,37410,35.00209,-85.31376999999999,3764,Rural,America/New_York,Diplomatic Services operational officer,0.0,41.0,Bachelor's Degree,Full Time,28238.85,Divorced,Male,No,8.256907,11,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,62.555409999999995,148.7728,5812.467,4,2,2,3,4,1,2,3
7890,Z292423,Derby,IN,Perry,47525,38.03115,-86.56374,276,Rural,America/Indiana/Tell_City,Dancer,3.0,53.27574750830565,Bachelor's Degree,Part Time,31450.16,Separated,Female,No,6.7616130000000005,12,1,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Electronic Check,68.31311,260.8511,6210.224,5,5,5,4,4,3,4,4
